Year,Month Reported,Category,Day of Week,Time of Day,Location,Bike Brand,Lock,Registered?,Property Value
11,April,theft bicycle,Monday,1600-2400,Music,SE,U-Lock,Yes,290
11,June,theft bicycle,Monday,1600-2400,Rec Cen,Retro,Cable Lock,No,300
11,May,theft bicycle,Monday,1600-2400,Ortega Commons,Retro ,U-Lock,No,320
11,April,theft bicycle,Monday,0800-1600,Noble Hall,Trek,Not listed,Yes,400
11,May,theft bicycle,Monday,0800-1600,South Hall,Jamis,Cable Lock,No,454
11,May,theft bicycle,Monday,0800-1600,Trailer  335,Austro-Daimler,Cable Lock,No,510
11,August,theft bicycle,Monday,0800-1600,South Hall,Trek,U-Lock,No,575
11,August,theft bicycle,Monday,0800-1600,Bus Loop,Fuji,U-Lock,No,675
11,September,theft bicycle,Saturday,0800-1600,DeLaGuerra,Huffy,Not Locked,Yes,60
11,May,theft bicycle,Saturday,1600-2400,"Cuyama House, Manzanita",Trek,Not listed,No,100
11,May,theft bicycle,Saturday,2400-0800,Lot 53,Urban,Not Locked,No,120
11,June,theft bicycle,Saturday,2400-0800,Anacapa,Nishiki,U-Lock,No,150
11,May,theft bicycle,Saturday,2400-0800,Santa Catalina,Urban,U-Lock,Yes,160
11,January,theft bicycle,Saturday,2400-0800,Manzanita Village,Phat,U-Lock,Yes,220
11,May,theft bicycle,Saturday,0800-1600,Storke Tower,khs,U-Lock,Yes,425
11,December,theft bicycle,Saturday,1600-2400,Broida,Micargi,U-Lock,No,440
11,March,theft bicycle,Saturday,1600-2400,Davidson Library,Mercier,U-Lock,Yes,1020
11,August,theft bicycle,Sunday,Unknown,San Rafael,Schwinn,Not listed,Yes,95
11,November,theft bicycle,Sunday,Unknown,Ortega commons,Roadmaster,Cable Lock,Yes,120
11,May,theft bicycle,Sunday,1600-2400,Harder Stadium,Fixxies,U-Lock,No,170
11,December,theft bicycle,Sunday,1600-2400,Chemistry,Rockhopper,Cable Lock,No,200
11,October,theft bicycle,Sunday,0800-1600,Santa Catalina,unknown,U-Lock,Yes,200
11,October,theft bicycle,Sunday,2400-0800,Arts ,REI,Cable Lock,No,210
11,October,theft bicycle,Sunday,0800-1600,Santa  Catalina,Marin,U-Lock,Yes,320
11,October,theft bicycle,Sunday,1600-2400,Chemistry,Univega,Cable Lock,No,325
11,July,theft bicycle,Sunday,1600-2400,Lot 51,DiamondBack,Cable Lock,No,500
11,May,theft bicycle,Sunday,2400-0800,Broida,Unknown,U-Lock,No,662
11,October,theft bicycle,Sunday,1600-2400,RecCen,Trek,Combo,No,815
11,April,theft bicycle,Sunday,2400-0800,Davidson Library,Univega,U-Lock,No,830
11,October,theft bicycle,Sunday,Unknown,Santa Catalina,Specialized,U-Lock,No,2100
11,September,theft bicycle,Thursday,1600-2400,Engineering 2,Unknown,Not Locked,No,30
11,April,theft bicycle,Thursday,1600-2400,West Campus Stables,Shimano,Not Locked,Yes,100
11,February,theft bicycle,Thursday,0800-1600,Campbell Hall,Schwinn,U-Lock,Yes,100
11,July,theft bicycle,Thursday,0800-1600,South Hall,Unknown,U-Lock,Yes,115
11,May,theft bicycle,Thursday,1600-2400,RecCen,Bianchi,Not Locked,No,150
11,October,theft bicycle,Thursday,0800-1600,Phelps Hall,Dawes,Cable Lock,No,160
11,August,theft bicycle,Thursday,0800-1600,Encino Village,Unknown,U-Lock,No,170
11,June,theft bicycle,Thursday,1600-2400,Storke Family Housing,Huffy,Combo,No,200
11,April,theft bicycle,Thursday,0800-1600,South Hall,SE ,Cable Lock,No,215
11,May,theft bicycle,Thursday,0800-1600,South Hall,3G,Not listed,Yes,215
11,March,theft bicycle,Thursday,1600-2400,Davidson Library,Raleigh,U-Lock,Yes,230
11,April,theft bicycle,Thursday,1600-2400,Psychology,SE ,Cable Lock,Yes,250
11,January,theft bicycle,Thursday,1600-2400,Arts,Schwinn,Cable Lock,Yes,270
11,March,theft bicycle,Thursday,0800-1600,Davidson Library,Skinny Benny,Not listed,No,300
11,May,theft bicycle,Thursday,1600-2400,Library,Electra,Cable Lock,Yes,300
11,May,theft bicycle,Thursday,1600-2400,San Clemente,Scott,Cable Lock,Yes,320
11,January,theft bicycle,Thursday,0800-1600,Kerr Hall,Ross,U-Lock,Yes,320
11,September,theft bicycle,Thursday,0800-1600,South Hall,Marin,U-Lock,No,360
11,August,theft bicycle,Thursday,0800-1600,San Clemente,Raleigh,Cable Lock,Yes,470
11,August,theft bicycle,Thursday,0800-1600,"San Clemente, Castiac Village",Schwinn,Cable Lock,No,520
11,August,theft bicycle,Thursday,0800-1600,Kerr Hall,Cannondale,U-Lock,No,620
11,February,theft bicycle,Thursday,1600-2400,Davidson Library,Bianchi,Cable Lock,Yes,715
11,May,theft bicycle,Thursday,0800-1600,Encino Village,Specialized,Cable Lock,No,820
11,October,theft bicycle,Thursday,0800-1600,Girvetz,Lemond,U-Lock,No,950
11,November,theft bicycle,Tuesday,1600-2400,Rob Gym,Schwinn,U-Lock,Yes,95
11,May,theft bicycle,Tuesday,1600-2400,DeLaGuerra,Schwinn,U-Lock,Yes,120
11,January,theft bicycle,Tuesday,0800-1600,Student Resource Building,Micargi,Not Locked,Yes,130
11,October,theft bicycle,Tuesday,0800-1600,San Clemente,Schwinn,Cable Lock,Yes,160
11,April,theft bicycle,Tuesday,1600-2400,Davidson Library,Unknown,U-Lock,No,175
11,October,theft bicycle,Tuesday,0800-1600,Engineering 2,Schwinn,Cable Lock,Yes,190
11,March,theft bicycle,Tuesday,2400-0800,HSSB,Blaster,U-Lock,No,200
11,April,theft bicycle,Tuesday,1600-2400,Buchanan,Villano,Not Locked,No,230
11,June,theft bicycle,Tuesday,0800-1600,Santa Catalina,Micargi,Cable Lock,Yes,270
11,January,theft bicycle,Tuesday,1600-2400,De La Guerra,Force,U-Lock,No,300
11,May,theft bicycle,Tuesday,0800-1600,Broida,Fuji,U-Lock,Yes,300
11,July,theft bicycle,Tuesday,0800-1600,Davidson Library,Pacific,U-Lock,Yes,320
11,October,theft bicycle,Tuesday,0800-1600,RecCen,Mercier,Cable Lock,No,330
11,September,theft bicycle,Tuesday,0800-1600,Santa Catalina,Schwinn,U-Lock,No,330
11,June,theft bicycle,Tuesday,0800-1600,Phelps,Giant,Chain Lock,No,400
11,April,theft bicycle,Tuesday,1600-2400,RecCen,Gravity,Cable Lock,No,430
11,June,theft bicycle,Tuesday,0800-1600,Woodhouse Labs,Scott,Not Locked,No,950
11,June,theft bicycle,Unknown,Unknown,San Rafael,Magna,Cable Lock,Yes,20
11,September,theft bicycle,Unknown,Unknown,HSSB,Firmstrong,Not Locked,No,25
11,September,theft bicycle,Unknown,Unknown,Cuyama. Los Robles,Unknown,Cable Lock,No,40
11,February,theft bicycle,Unknown,Unknown,El Dorado,Freespirit,Cable Lock,Yes,40
11,August,theft bicycle,Unknown,Unknown,Engineering 2,Huffy,Cable Lock,No,50
11,May,theft bicycle,Unknown,Unknown,Santa Catalina,Giant,Not listed,No,50
11,May,theft bicycle,Unknown,Unknown,San Clemente,Open Road,Cable Lock,Yes,60
11,October,theft bicycle,Unknown,Unknown,San Miguel,Diamondback,U-Lock,Yes,65
11,January,theft bicycle,Unknown,Unknown,Theatre & Dance,Firmstrong,Cable Lock,Yes,70
11,June,theft bicycle,Unknown,Unknown,Library,Electra,U-Lock,Yes,70
11,October,theft bicycle,Unknown,Unknown,Santa Catalina,Gary Fisher,Cable Lock,Yes,75
11,May,theft bicycle,Unknown,Unknown,San Miguel,Nishiki,Not listed,Yes,75
11,November,theft bicycle,Unknown,Unknown,Anacapa,Schwinn,U-Lock,Yes,75
11,October,theft bicycle,Unknown,Unknown,"Storke Family Housing, 788 Laurel Walk",Huffy,Not Locked,No,80
11,July,theft bicycle,Unknown,Unknown,San Rafael,Northwoods,U-Lock,Yes,80
11,June,theft bicycle,Unknown,Unknown,Lot 38,Royce Union,U-Lock,Yes,90
11,November,theft bicycle,Unknown,Unknown,Kerr Hall,Mongoose,U-Lock,Yes,95
11,June,theft bicycle,Unknown,Unknown,San Miguel,PHAT,U-Lock,Yes,95
11,February,theft bicycle,Unknown,Unknown,RecCen,Performance,Not listed,No,100
11,September,theft bicycle,Unknown,Unknown,UCEN,Murray,Cable Lock,Yes,100
11,May,theft bicycle,Unknown,Unknown,Bus Loop,Schwinn,Cable Lock,Yes,100
11,October,theft bicycle,Unknown,Unknown,Unknown,Huffy,Not listed,Yes,100
11,January,theft bicycle,Unknown,Unknown,Library,Raleigh,Not listed,Yes,100
11,November,theft bicycle,Unknown,Unknown,Anacapa bike racks,Huffy,U-Lock,Yes,100
11,December,theft bicycle,Unknown,Unknown,Santa Catalina,Quasar,Cable Lock,Yes,105
11,May,theft bicycle,Unknown,Unknown,Sabado Tarde,Schwinn,Cable Lock,Yes,105
11,July,theft bicycle,Unknown,Unknown,Westgate Apt.,Unknown,Cable Lock,No,110
11,November,theft bicycle,Unknown,Unknown,"Arguello, Las Encinas Quad",Pacific,U-Lock,No,110
11,May,theft bicycle,Unknown,Unknown,San Miguel,Magna,Cable Lock,Yes,110
11,June,theft bicycle,Unknown,Unknown,Santa Cruz,Murray,Cable Lock,Yes,110
11,September,theft bicycle,Unknown,Unknown,San Miguel,Specialized,Cable Lock,Yes,113
11,July,theft bicycle,Unknown,Unknown,Eng II,Montego,Padlock,No,115
11,July,theft bicycle,Unknown,Unknown,Santa Catalina,Firmstrong,Cable Lock,Yes,115
11,June,theft bicycle,Unknown,Unknown,Storke Family Housing,City Limit,Cable Lock,No,120
11,September,theft bicycle,Unknown,Unknown,San Miguel,Magna,U-Lock,No,120
11,June,theft bicycle,Unknown,Unknown,Santa Catalina,Jamis ,Cable Lock,Yes,120
11,September,theft bicycle,Unknown,Unknown,San Nicolas,Magna,Cable Lock,Yes,120
11,April,theft bicycle,Unknown,Unknown,Santa Cruz,DiamondBack,U-Lock,Yes,120
11,October,theft bicycle,Unknown,Unknown,Santa Cruz,HANTER,U-Lock,Yes,120
11,November,theft bicycle,Unknown,Unknown,Events Center,KHS,U-Lock,Yes,120
11,August,theft bicycle,Unknown,Unknown,San Miguel,Genesis,U-Lock,No,125
11,November,theft bicycle,Unknown,Unknown,South Hall,Raleigh,U-Lock,No,125
11,October,theft bicycle,Unknown,Unknown,San Rafael,Haro,Cable Lock,Yes,130
11,January,theft bicycle,Unknown,Unknown,Santa Catalina,Huffy,Cable Lock,Yes,130
11,June,theft bicycle,Unknown,Unknown,UCEN,Upland,Cable Lock,Yes,130
11,January,theft bicycle,Unknown,Unknown,Santa Cruz,Firmstrong,U-Lock,Yes,135
11,October,theft bicycle,Unknown,Unknown,Campbell Hall,Trek,Cable Lock,Yes,140
11,September,theft bicycle,Unknown,Unknown,San Nicolas,Unknown,U-Lock,Yes,140
11,September,theft bicycle,Unknown,Unknown,Santa Rosa,KHS,Cable Lock,No,150
11,December,theft bicycle,Unknown,Unknown,Eng I,Phat,Cable Lock,No,150
11,May,theft bicycle,Unknown,Unknown,"Pendols, Los Robles",Diamondback,U-Lock,Yes,150
11,September,theft bicycle,Unknown,Unknown,DeLaGuerra,Freespirit,U-Lock,Yes,150
11,September,theft bicycle,Unknown,Unknown,Anacapa,Omega,U-Lock,Yes,150
11,July,theft bicycle,Unknown,Unknown,Santa Ynez,Diamondback,U-Lock,No,160
11,March,theft bicycle,Unknown,Unknown,Kerr Hall,Simple,U-Lock,Yes,160
11,February,theft bicycle,Unknown,Unknown,Bus Loop,Mongoose,Cable Lock,No,165
11,August,theft bicycle,Unknown,Unknown,DeLaGuerra,Peugot,Chain Lock,No,165
11,June,theft bicycle,Unknown,Unknown,AS Bike Shop,Fuji,Not listed,No,170
11,September,theft bicycle,Unknown,Unknown,San Rafael,Unknown,U-Lock,Yes,170
11,July,theft bicycle,Unknown,Unknown,Santa Catalina,Unknown,U-Lock,Yes,170
11,April,theft bicycle,Unknown,Unknown,Bus Loop,Firmstrong,U-Lock,No,174
11,April,theft bicycle,Unknown,Unknown,Santa Rosa,Giant,U-Lock,Yes,175
11,April,theft bicycle,Unknown,Unknown,Santa Catalina,Schwinn,U-Lock,No,180
11,January,theft bicycle,Unknown,Unknown,San Miguel,Urban,U-Lock,Yes,180
11,August,theft bicycle,Unknown,Unknown,San Nicolas,Firmstrong,U-Lock,Yes,189
11,November,theft bicycle,Unknown,Unknown,Santa Ynez Apt. racks,Micargi,Cable Lock,No,190
11,October,theft bicycle,Unknown,Unknown,UCEN,Unknown,Cable Lock,No,190
11,February,theft bicycle,Unknown,Unknown,Bus Loop,Sun,U-Lock,Yes,190
11,May,theft bicycle,Unknown,Unknown,Santa Catalina,Firmstrong,U-Lock,No,195
11,September,theft bicycle,Unknown,Unknown,Santa Catalina,Dawes,Cable Lock,Yes,195
11,July,theft bicycle,Unknown,Unknown,San Clemente,Centurian,Not listed,No,200
11,October,theft bicycle,Unknown,Unknown,San Clemente,Schwinn,U-Lock,No,200
11,March,theft bicycle,Unknown,Unknown,San Rafael,Trek,Not Locked,Yes,200
11,March,theft bicycle,Unknown,Unknown,Arts Bldg,Schwinn,Not listed,No,210
11,April,theft bicycle,Unknown,Unknown,San Nicolas,Fuji ,Cable Lock,Yes,212
11,June,theft bicycle,Unknown,Unknown,Santa Catalina,Electra,Cable Lock,Yes,215
11,May,theft bicycle,Unknown,Unknown,Santa Catalina,Peugeot,U-Lock,Yes,220
11,October,theft bicycle,Unknown,Unknown,Santa Catalina,Giant,U-Lock,Yes,225
11,February,theft bicycle,Unknown,Unknown,DeLaGuerra,Phat,U-Lock,Yes,225
11,October,theft bicycle,Unknown,Unknown,Campbell,Raleigh,U-Lock,No,230
11,September,theft bicycle,Unknown,Unknown,San Miguel,Unknown,Cable Lock,No,240
11,May,theft bicycle,Unknown,Unknown,Bren,Allez,U-Lock,No,250
11,October,theft bicycle,Unknown,Unknown,Parking Structure 22,Draft,U-Lock,No,250
11,October,theft bicycle,Unknown,Unknown,San Clemente,Phat,Cable Lock,Yes,250
11,June,theft bicycle,Unknown,Unknown,San Rafael,Fuji,U-Lock,No,265
11,April,theft bicycle,Unknown,Unknown,Gaviota House,630,Cable Lock,No,270
11,May,theft bicycle,Unknown,Unknown,Santa Catalina,Fuji,U-Lock,No,270
11,July,theft bicycle,Unknown,Unknown,Manzanita Village,Ice Cream,U-Lock,No,270
11,June,theft bicycle,Unknown,Unknown,Bus Loop,Unknown,U-Lock,No,275
11,November,theft bicycle,Unknown,Unknown,Santa Ynez Apt.s,Winsor,U-Lock,No,275
11,June,theft bicycle,Unknown,Unknown,"San Clemente, Encino Village",Trek,Cable Lock,Yes,275
11,July,theft bicycle,Unknown,Unknown,Santa Catalina,Seawind,U-Lock,No,280
11,November,theft bicycle,Unknown,Unknown,Santa Catalina racks,Electra,U-Lock,Yes,280
11,September,theft bicycle,Unknown,Unknown,Davidson Library,American Flyer,U-Lock,No,288
11,October,theft bicycle,Unknown,Unknown,Arrowhead Village,Bridgestone,Cable Lock,No,300
11,October,theft bicycle,Unknown,Unknown,Anacapa,Micargi,Cable Lock,No,300
11,April,theft bicycle,Unknown,Unknown,Storke Family Housing,Raleigh ,Cable Lock,No,300
11,October,theft bicycle,Unknown,Unknown,Campbell,Trek,Combo,No,300
11,June,theft bicycle,Unknown,Unknown,San Miguel,Draft,U-Lock,No,300
11,October,theft bicycle,Unknown,Unknown,Carrillo Commons,Tommaso,U-Lock,No,300
11,October,theft bicycle,Unknown,Unknown,San Clemente,Electra,Cable Lock,No,310
11,June,theft bicycle,Unknown,Unknown,Donner Village,Gary Fisher,Cable Lock,No,310
11,May,theft bicycle,Unknown,Unknown,Castiac Village,Schwinn,Cable Lock,No,310
11,October,theft bicycle,Unknown,Unknown,Santa Catalina,Firmstrong,U-Lock,Yes,310
11,April,theft bicycle,Unknown,Unknown,Santa Catalina,Phat,Chain Lock,Yes,315
11,October,theft bicycle,Unknown,Unknown,Santa Rosa,Iron Horse,Cable Lock,Yes,320
11,November,theft bicycle,Unknown,Unknown,PSB South,Trek,Cable Lock,Yes,325
11,October,theft bicycle,Unknown,Unknown,Lot 52,Kona,Cable Lock,No,330
11,October,theft bicycle,Unknown,Unknown,San Rafael,Scattante,Cable Lock,Yes,335
11,September,theft bicycle,Unknown,Unknown,Ortega Commons,Retro,U-Lock,Yes,340
11,October,theft bicycle,Unknown,Unknown,Santa Catalina,630,U-Lock,Yes,365
11,June,theft bicycle,Unknown,Unknown,Unknown,Schwinn,Combo,No,370
11,January,theft bicycle,Unknown,Unknown,Santa Cruz,Unknown,U-Lock,No,370
11,October,theft bicycle,Unknown,Unknown,San Miguel,Specialized,U-Lock,Yes,400
11,June,theft bicycle,Unknown,Unknown,San Nic,Specialized,U-Lock,Yes,400
11,November,theft bicycle,Unknown,1600-2400,Theatre & Dance,Specialized,Cable Lock,No,415
11,October,theft bicycle,Unknown,Unknown,San Nicolas,Fuji,U-Lock,Yes,420
11,September,theft bicycle,Unknown,Unknown,Santa Catalina,Fuji,U-Lock,Yes,420
11,January,theft bicycle,Unknown,Unknown,Santa Catalina,Torker,U-Lock,Yes,420
11,November,theft bicycle,Unknown,Unknown,Bus Loop,SR,Cable Lock,No,425
11,April,theft bicycle,Unknown,Unknown,San Miguel,Phat,U-Lock,Yes,425
11,May,theft bicycle,Unknown,Unknown,Woodhouse Lab,KHS,U-Lock,No,430
11,September,theft bicycle,Unknown,Unknown,Ortega Commons,Access,Cable Lock,Yes,430
11,October,theft bicycle,Unknown,Unknown,San Miguel,State,Other,No,440
11,March,theft bicycle,Unknown,Unknown,Santa Catalina,BMX,U-Lock,Yes,510
11,November,theft bicycle,Unknown,Unknown,San Nicolas,Unknown,U-Lock,Yes,525
11,September,theft bicycle,Unknown,Unknown,Santa Ynez Apt. #427,Trek,Cable Lock,No,535
11,October,theft bicycle,Unknown,Unknown,Santa Rosa,Trek,Cable Lock,Yes,565
11,June,theft bicycle,Unknown,Unknown,Engineering 2,Marin ,U-Lock,No,600
11,September,theft bicycle,Unknown,Unknown,Santa Catalina,Trek,Cable Lock,No,610
11,November,theft bicycle,Unknown,Unknown,Campbell Hall,Trek,U-Lock,Yes,650
11,April,theft bicycle,Unknown,Unknown,SSMS,Giant,Chain Lock,No,770
11,April,theft bicycle,Unknown,Unknown,San Miguel,Motobecane,Cable Lock,No,920
11,October,theft bicycle,Unknown,Unknown,San Miguel,Novara,U-Lock,Yes,945
11,June,theft bicycle,Wednesday,1600-2400,UCEN,Unknown,Not Locked,No,50
11,October,theft bicycle,Wednesday,0800-1600,UCPD,Diamondback,Not Locked,No,60
11,February,theft bicycle,Wednesday,0800-1600,Kerr Hall,Micargi,Not listed,Yes,100
11,March,theft bicycle,Wednesday,0800-1600,RecCen,3G,U-Lock,Yes,120
11,October,theft bicycle,Wednesday,1600-2400,DeLaGuerra,VBS,U-Lock,Yes,150
11,December,theft bicycle,Wednesday,Unknown,Campbell Hall racks,Unknown,U-Lock,No,160
11,June,theft bicycle,Wednesday,1600-2400,SSMS,Giant,Cable Lock,No,170
11,August,theft bicycle,Wednesday,0800-1600,Girvetz,Unknown,U-Lock,No,175
11,January,theft bicycle,Wednesday,0800-1600,RecCen,Fuji,U-Lock,No,200
11,July,theft bicycle,Wednesday,0800-1600,Phelps,unknown,U-Lock,No,200
11,March,theft bicycle,Wednesday,0800-1600,Davidson Library,Fuji,U-Lock,Yes,215
11,January,theft bicycle,Wednesday,1600-2400,Kerr Hall,Continental,U-Lock,No,220
11,March,theft bicycle,Wednesday,0800-1600,Encino Village,Specialized,Cable Lock,No,265
11,June,theft bicycle,Wednesday,2400-0800,Anacapa,Phat,U-Lock,No,270
11,March,theft bicycle,Wednesday,0800-1600,Intercollegiate Athletics,Micargi,U-Lock,Yes,270
11,December,theft bicycle,Wednesday,0800-1600,Bus Loop,Niitaka,U-Lock,No,285
11,November,theft bicycle,Wednesday,1600-2400,Campbell Hall,Electra,Cable Lock,Yes,300
11,October,theft bicycle,Wednesday,0800-1600,Davidson Library,Sole,U-Lock,Yes,310
11,February,theft bicycle,Wednesday,1600-2400,Engineering 2,Centurian,Cable Lock,No,315
11,July,theft bicycle,Wednesday,0800-1600,Campbell Hall,Urban,Cable Lock,No,325
11,June,theft bicycle,Wednesday,2400-0800,Library,Retro,U-Lock,No,328
11,May,theft bicycle,Wednesday,2400-0800,San Rafael,Fuji,U-Lock,No,410
11,March,theft bicycle,Wednesday,0800-1600,Phelps Hall,Fuji,U-Lock,No,420
11,June,theft bicycle,Wednesday,0800-1600,Marine Sciences Bldg,3G,Cable Lock,No,520
11,March,theft bicycle,Wednesday,0800-1600,Davidson Library,Giant,Combo,No,575
11,June,theft bicycle,Wednesday,0800-1600,De La Guerra,Specialized,Cable Lock,No,625
11,June,theft bicycle,Wednesday,0800-1600,Chemistry,Leader,Not Locked,No,1100
12,April,theft bicycle,Friday,Unknown,Santa Catalina,Motiv,U-Lock,No,55
12,January,theft bicycle,Friday,0800-1600,SAASB bike racks,Huffy,Combo,Yes,80
12,January,theft bicycle,Friday,1600-2400,RecCen racks,Schwinn,U-Lock,Yes,125
12,October,theft bicycle,Friday,1600-2400,Lot 53,Flyer,U-Lock,Yes,139
12,October,theft bicycle,Friday,0800-1600,Kerr Hall,Hurley,U-Lock,No,225
12,February,theft bicycle,Friday,1600-2400,Davidson Library,Avalon,U-Lock,Yes,320
12,October,theft bicycle,Friday,0800-1600,RecCen racks,Corso,U-Lock,No,339
12,August,theft bicycle,Friday,2400-0800,"WCFH, racks  ifo 787 Laurel Wlk",Vist,U-Lock,No,500
12,February,theft bicycle,Monday,1600-2400,Broida Hall,Columbia,Cable Lock,No,55
12,August,theft bicycle,Monday,0800-1600,"HSSB, room #1236",Unknown,Not Locked,No,55
12,June,theft bicycle,Monday,Unknown,Santa Rosa racks,Firmstrong,U-Lock,Yes,70
12,October,theft bicycle,Monday,1600-2400,Girvetz,3G,Not Locked,Yes,90
12,January,theft bicycle,Monday,0800-1600,Arbor racks,Schwinn,U-Lock,Yes,115
12,June,theft bicycle,Monday,1600-2400,Lot 9,Hyper,Not listed,No,130
12,May,theft bicycle,Monday,0800-1600,Anacapa racks,Schwinn,Cable Lock,Yes,150
12,April,theft bicycle,Monday,1600-2400,South Hall,Huffy,U-Lock,Yes,150
12,July,theft bicycle,Monday,0800-1600,Davidson Library,3G,U-Lock,No,162
12,July,theft bicycle,Monday,0800-1600,Kerr Hall,Urban,Not Locked,No,169
12,August,theft bicycle,Monday,1600-2400,Bus Loop,3G,U-Lock,No,179
12,July,theft bicycle,Monday,1600-2400,Kerr Hall,Urban,U-Lock,No,200
12,October,theft bicycle,Monday,2400-0800,Santa Catalina racks,Fixie,Cable Lock,Yes,270
12,August,theft bicycle,Monday,2400-0800,"Santa Ynez, O/S #302",Giant,Cable Lock,No,315
12,March,theft bicycle,Monday,1600-2400,Events Center,Specialized,U-Lock,Yes,530
12,April,theft bicycle,Monday,0800-1600,BIO 2,Giant,Combo,Yes,575
12,August,theft bicycle,Monday,1600-2400,Davidson Library,GT,Not Locked,No,1025
12,August,theft bicycle,Saturday,1600-2400,Bus Loop,Roadmaster,Not listed,Yes,180
12,August,theft bicycle,Saturday,1600-2400,"San Nic, ifo",Varsity,U-Lock,No,220
12,February,theft bicycle,Saturday,2400-0800,Santa Catalina,Micargi,Cable Lock,No,289
12,June,theft bicycle,Saturday,1600-2400,Davidson Library,Touring,U-Lock,Yes,300
12,August,theft bicycle,Saturday,1600-2400,Bus Loop,Pure Fix,Cable Lock,No,393
12,March,theft bicycle,Saturday,Unknown,"San Nic, racks",Fuji,Not listed,Yes,500
12,March,theft bicycle,Saturday,0800-1600,Broida,"Kilo, ",U-Lock,No,730
12,June,theft bicycle,Sunday,1600-2400,"Santa Catalina, racks",Mongoose ,Not Locked,Yes,2
12,June,theft bicycle,Sunday,1600-2400,Lot 12,Firmstrong ,Not listed,Yes,81
12,October,theft bicycle,Sunday,0800-1600,"Campbell Hall, racks",Unknown,Cable Lock,No,85
12,February,theft bicycle,Sunday,1600-2400,Bus Loop rack,Cuttler,U-Lock,No,300
12,January,theft bicycle,Sunday,2400-0800,Santa Rosa  racks ,Fuji,U-Lock,Yes,300
12,August,theft bicycle,Sunday,1600-2400,Davidson Library,Retrospec,Cable Lock,Yes,315
12,January,theft bicycle,Sunday,1600-2400,Santa Cruz racks,Specialized,Not listed,Yes,650
12,October,theft bicycle,Thursday,0800-1600,Creative Studies,Huffy,Cable Lock,Yes,50
12,May,theft bicycle,Thursday,0800-1600,Campbell Hall racks,Trek,U-Lock,No,85
12,May,theft bicycle,Thursday,0800-1600,"HSSB, bike racks",Mongoose,Not listed,No,150
12,June,theft bicycle,Thursday,Unknown,UCEN o/s,Phat,Not Locked,Yes,180
12,June,theft bicycle,Thursday,0800-1600,"El Dorado, racks",Urban,U-Lock,No,195
12,November,theft bicycle,Thursday,0800-1600,Buchanan room 1910,Centurion,Not Locked,No,200
12,May,theft bicycle,Thursday,0800-1600,"Intercollegate Athletics, racks",Purefix,Not listed,No,250
12,July,theft bicycle,Thursday,2400-0800,"Storke Family Housing, racks",Specialized,Cable Lock,No,300
12,May,theft bicycle,Tuesday,0800-1600,San Rafael bike rack,GT,Not Locked,Yes,40
12,September,theft bicycle,Tuesday,0800-1600,Rec Cen racks,Next,U-Lock,No,50
12,June,theft bicycle,Tuesday,2400-0800,"Bus Loop, racks",Schwinn,U-Lock,Yes,50
12,February,theft bicycle,Tuesday,0800-1600,Eng I,GT,U-Lock,No,95
12,May,theft bicycle,Tuesday,0800-1600,UCEN rack,Rip Curl,Not Locked,Yes,99
12,May,theft bicycle,Tuesday,1600-2400,Arbor,Pacific,Not Locked,Yes,100
12,February,theft bicycle,Tuesday,1600-2400,Broida,Urban,Not Locked,No,140
12,April,theft bicycle,Tuesday,0800-1600,PSB North,Magna,U-Lock,Yes,150
12,January,theft bicycle,Tuesday,0800-1600,South Hall bike racks,Urban,U-Lock,Yes,160
12,October,theft bicycle,Tuesday,0800-1600,Broida racks,Schwinn,Cable Lock,No,216
12,October,theft bicycle,Tuesday,0800-1600,HSSB,Firmstrong,U-Lock,No,240
12,June,theft bicycle,Tuesday,Unknown,Santa Ynez racks,Trek,Not Locked,Yes,295
12,May,theft bicycle,Tuesday,1600-2400,Ortega Commons,Micargi,Cable Lock,No,325
12,March,theft bicycle,Tuesday,Unknown,Broida,Kona,Not listed,Yes,400
12,April,theft bicycle,Tuesday,0800-1600,HSSB,Trek,Not Locked,Yes,400
12,March,theft bicycle,Tuesday,2400-0800,San Clemente racks,Electra,Cable Lock,No,465
12,November,theft bicycle,Tuesday,1600-2400,Bus Loop,Rossetti,Not Locked,No,3200
12,February,theft bicycle,Unknown,Unknown,"Devereaux Campus, 6970 Falberg",Unknown,Not Locked,No,30
12,September,theft bicycle,Unknown,Unknown,San Miguel racks,Unknown,U-Lock,Yes,50
12,February,theft bicycle,Unknown,Unknown,Eng II,Unknown,Chain Lock,No,60
12,January,theft bicycle,Unknown,Unknown,Santa Catalina,Huffy,Cable Lock,Yes,65
12,May,theft bicycle,Unknown,Unknown,Kerr Hall,Unknown,Cable Lock,Yes,70
12,February,theft bicycle,Unknown,Unknown,SRB,Sun,U-Lock,Yes,70
12,December,theft bicycle,Unknown,Unknown,"Tepusquet, La Patera",3G,U-Lock,Yes,80
12,March,theft bicycle,Unknown,Unknown,San Rafael next to racks,Tereton,U-Lock,Yes,80
12,August,theft bicycle,Unknown,Unknown,SRB,Schwinn,U-Lock,No,87
12,March,theft bicycle,Unknown,Unknown,Santa Rosa racks,Schwinn,Cable Lock,Yes,90
12,June,theft bicycle,Unknown,Unknown,Anacapa racks,Schwinn,U-Lock,Yes,95
12,April,theft bicycle,Unknown,Unknown,Gaviota House,KHS,Cable Lock,No,100
